pair_id,treated_index,control_index,treated_score,control_score,score_distance,treated_outcome,control_outcome,difference
134,389,1734,0.640592504289012,0.6408860471028667,0.0002935428138546303,57.537,44.6882,12.848799999999997
135,392,3412,0.5915770673705922,0.5913398182947246,0.00023724907586764044,53.7291,46.8128,6.9163
136,393,2108,0.6500512446204415,0.6502656823030082,0.0002144376825666816,53.9785,47.2669,6.711599999999997
138,403,1729,0.1688319483517524,0.16887226934476682,4.032099301443104e-05,41.5548,30.7473,10.807500000000001
139,406,2953,0.3127741241378599,0.3127951025271371,2.0978389277226395e-05,46.4309,36.22,10.210900000000002
140,407,3021,0.25859936563179003,0.258536398824239,6.296680755102368e-05,42.4719,35.1161,7.355799999999995
141,408,2666,0.5714911711430877,0.5714961974218639,5.026278776187887e-06,52.1662,44.1758,7.990400000000001
142,409,2462,0.47049713205615434,0.47066881047196296,0.0001716784158086182,52.5541,39.9119,12.642199999999995
143,414,1603,0.5347406087634222,0.534775296497802,3.468773437975692e-05,54.7407,44.9288,9.811899999999994
144,416,5096,0.3334994869590085,0.33355829086384325,5.8803904834758836e-05,48.1819,39.9149,8.266999999999996
145,417,1650,0.7201363952284984,0.7199657439965017,0.00017065123199666576,60.376,48.7633,11.612699999999997
146,424,4452,0.7917175704628066,0.7912547300336613,0.00046284042914523926,58.6569,56.7143,1.9425999999999988
147,425,3614,0.47515441843152906,0.47510736728605946,4.7051145469600986e-05,47.9306,43.3998,4.530799999999999
148,427,5710,0.6622301394923221,0.6621674941417551,6.264535056699216e-05,56.5764,50.3888,6.187599999999996
149,430,3751,0.5757260107105989,0.575964515541251,0.0002385048306521309,54.5976,45.4271,9.170499999999997
150,431,757,0.4044829935328314,0.4045979650215535,0.00011497148872208207,47.5338,39.6337,7.900100000000002
151,432,5598,0.25899508398155696,0.258992319528934,2.7644526229830824e-06,43.3184,32.5651,10.753299999999996
152,433,5572,0.45767403894228426,0.45759015612784154,8.388281444271506e-05,50.8835,42.7635,8.119999999999997
153,437,4269,0.6368600481850588,0.636938390374113,7.834218905422574e-05,58.2407,46.9201,11.320599999999999
154,440,1013,0.4504423883602685,0.44992967325156247,0.0005127151087060411,53.1003,39.9863,13.113999999999997
155,445,4668,0.45142636875566805,0.4515686028284778,0.00014223407280977707,50.3587,42.4463,7.912399999999998
156,450,399,0.610995271564982,0.6111795546361338,0.00018428307115181397,53.1623,44.6709,8.491399999999999
157,453,3502,0.42951259683723225,0.42954741050273926,3.4813665507005265e-05,51.2713,42.8713,8.399999999999999
158,457,1837,0.822675177295476,0.8226041211832045,7.105611227153918e-05,60.6161,56.4259,4.190200000000004
159,459,5222,0.3137847293440542,0.31383403098809304,4.9301644038823866e-05,45.3497,36.9938,8.355899999999998
160,464,1977,0.6842085392091859,0.6852102188137481,0.0010016796045622112,54.6162,48.5084,6.1077999999999975
161,467,41,0.653690861670881,0.6538341453496315,0.0001432836787504943,55.2219,46.9235,8.2984
162,478,5835,0.4272859143273058,0.4272799760649346,5.938262371163461e-06,46.8679,40.9415,5.926400000000001
163,481,2633,0.49577229600293243,0.49582519287248633,5.289686955389783e-05,54.0307,41.6047,12.426000000000002
164,483,5159,0.6954012798892397,0.6957661489745707,0.0003648690853309544,58.7595,49.1737,9.585800000000006
165,487,4371,0.2698875526494007,0.26991192613675824,2.437348735756517e-05,39.5817,36.2476,3.3340999999999994
166,488,179,0.5960923707342153,0.5952016586586644,0.0008907120755509146,56.5354,45.4295,11.105900000000005
167,489,4458,0.8446880238341754,0.835419817473025,0.009268206361150444,62.5909,56.874,5.716899999999995
168,491,41,0.6541086733051047,0.6538341453496315,0.00027452795547322495,56.8942,46.9235,9.9707
169,494,1733,0.1305983589568077,0.1307327798660233,0.00013442090921561567,34.5206,27.2947,7.225900000000003
170,497,5026,0.3050210474022952,0.30496940934099176,5.1638061303427296e-05,45.2116,37.2013,8.010299999999994
171,499,5551,0.28224358576733305,0.2821784282111908,6.515755614222574e-05,42.3422,36.9216,5.4206
172,501,1296,0.7085944047707777,0.7084359557783819,0.0001584489923958099,58.3054,51.0828,7.2226
173,506,5845,0.43708279507681547,0.4369288142404109,0.00015398083640455473,47.4625,43.9908,3.4716999999999985
174,507,4775,0.47326421449149586,0.4731838408460668,8.0373645429066e-05,51.2305,44.4494,6.781100000000002
175,508,535,0.5394327997431148,0.5394443805693083,1.1580826193569038e-05,52.5861,49.5253,3.0608000000000004
176,510,3258,0.36052725421467746,0.36051520935607184,1.204485860561988e-05,45.5687,38.0791,7.489600000000003
177,511,1215,0.7109650203463387,0.7114326774600678,0.0004676571137290919,59.9668,52.7833,7.183500000000002
178,512,1702,0.9255234890293201,0.9163962342131008,0.009127254816219343,71.375,61.8424,9.532600000000002
179,513,5786,0.4533100038616563,0.45350367335046743,0.00019366948881111012,50.6273,41.5501,9.077199999999998
180,518,4381,0.34844642904755424,0.34832560150112907,0.0001208275464251729,45.3049,39.427,5.877900000000004
181,520,2823,0.3591717433569037,0.3592112225175928,3.947916068908208e-05,48.6148,36.6262,11.988600000000005
182,521,3247,0.5138311304227571,0.5139952748174689,0.00016414439471179598,53.0336,47.8811,5.152499999999996
183,523,629,0.14203054017570807,0.142155426068862,0.00012488589315393095,37.4652,28.2621,9.203100000000003
184,524,3191,0.6175581345448701,0.6177907333043744,0.00023259875950432107,55.7399,45.76,9.9799
185,525,5300,0.4725544956106085,0.4724112282215118,0.00014326738909670178,49.829,41.1942,8.634799999999998
186,527,1341,0.2888809816128572,0.28898153434561086,0.00010055273275366705,44.9919,34.7304,10.261499999999998
187,529,1120,0.5845584633873083,0.5840125344438548,0.0005459289434535108,55.3276,48.3653,6.962299999999999
188,530,1206,0.12441190824688127,0.12443765464502667,2.5746398145398697e-05,34.3348,27.4984,6.836400000000001
189,531,1605,0.4057242885426313,0.40545345079136996,0.0002708377512613547,50.0284,41.0445,8.983899999999998
190,533,5368,0.15695188726437437,0.15695999855835346,8.111293979096157e-06,38.6302,28.1463,10.483900000000002
191,534,3428,0.46966278472967776,0.4696283848945996,3.439983507813604e-05,49.2157,44.5113,4.7044
192,536,2039,0.7185124722201446,0.7182876433410124,0.00022482887913222172,56.1596,51.7447,4.414899999999996
193,540,2941,0.4450503115142469,0.445078386855516,2.807534126908484e-05,51.4905,38.6355,12.854999999999997
194,541,3854,0.6298758351169731,0.6298148814226442,6.095369432890241e-05,53.8784,47.4529,6.4254999999999995
195,546,1681,0.3082290376207359,0.30823142414635096,2.3865256150723546e-06,44.921,35.8442,9.076799999999999
196,549,3970,0.15755463559495753,0.1575708244726395,1.618887768198296e-05,34.4531,29.3846,5.0685
197,550,3030,0.5072516073810458,0.5073716965220351,0.00012008914098926571,51.9264,42.1103,9.816099999999999
198,551,4706,0.6685395059446301,0.6687852082768373,0.0002457023322072205,55.6501,48.1607,7.489400000000003
199,556,1922,0.3759395291444014,0.37588730377422563,5.222537017574025e-05,49.851,42.0179,7.833100000000002
200,557,3312,0.4563912137873236,0.45683104760276877,0.00043983381544515643,49.3749,42.4505,6.924399999999999
201,558,514,0.4074050972259048,0.40745958210089184,5.448487498704857e-05,48.6492,39.5167,9.1325
202,560,4020,0.29957803492839025,0.29962994070138554,5.190577299529764e-05,47.438,37.7661,9.6719
203,563,964,0.3448878292709065,0.34484552949129615,4.2299779610344146e-05,45.4599,38.125,7.3348999999999975
204,569,4762,0.3735290467528517,0.37353149091941273,2.4441665610330787e-06,49.6358,37.9955,11.640300000000003
205,571,155,0.34605740286888986,0.3460026827541778,5.472011471208127e-05,47.7996,36.2698,11.529800000000002
206,576,3129,0.1720281503360496,0.17219056968847313,0.00016241935242353178,35.5572,31.0384,4.518800000000002
207,578,3554,0.5514853817727963,0.5522740284615453,0.0007886466887490062,54.5939,43.024,11.569899999999997
208,582,3505,0.5813459334954038,0.5812191939252992,0.0001267395701045615,55.3921,43.5995,11.7926
209,584,4140,0.39698977358592663,0.3968920792347536,9.769435117301661e-05,50.5933,37.2712,13.322099999999999
210,585,3988,0.20844609783791415,0.20842254311678504,2.3554721129109835e-05,36.7554,31.9857,4.7697
211,588,942,0.5702616626630387,0.5701074782131174,0.00015418444992132407,52.0434,46.6002,5.443199999999997
212,595,121,0.20460438607323733,0.20461654868984763,1.2162616610300603e-05,39.866,31.2469,8.6191
213,596,5845,0.43696268241048275,0.4369288142404109,3.3868170071837955e-05,46.5035,43.9908,2.5127000000000024
214,604,881,0.17108697724916383,0.17111022283107424,2.3245581910413815e-05,35.1732,28.4632,6.710000000000001
215,608,2109,0.26327658922553815,0.26314348477079386,0.00013310445474429278,46.7107,35.0513,11.659400000000005
216,610,5097,0.2823335063230499,0.2824562589501587,0.00012275262710881307,45.2046,33.9433,11.261299999999999
217,614,883,0.13926021356135052,0.1392593772746251,8.362867254252393e-07,36.9322,27.4168,9.515400000000003
218,616,4458,0.8389973469893217,0.835419817473025,0.0035775295162967513,69.6373,56.874,12.763299999999994
219,617,376,0.17066086630264163,0.17049848044634133,0.00016238585630029556,39.7767,31.2247,8.552
220,621,4333,0.7169252748987692,0.7164963730739193,0.00042890182484989214,58.4849,49.4994,8.985500000000002
221,627,368,0.5822206911611002,0.5819162085139251,0.0003044826471750861,54.5778,43.9991,10.578700000000005
222,628,5064,0.29306244964247613,0.29307113918380856,8.689541332429496e-06,42.7432,34.4644,8.278800000000004
223,632,2453,0.28967088621737325,0.28963260730155194,3.827891582131038e-05,47.8034,37.5656,10.2378
224,633,4330,0.6147919025050637,0.6147598499774777,3.205252758597954e-05,52.474,48.2272,4.246799999999993
225,635,675,0.7859690220309604,0.7848369270058259,0.0011320950251345607,61.6408,52.1058,9.534999999999997
226,636,5580,0.6629422136550837,0.662875047455321,6.716619976265825e-05,59.352,51.1379,8.214099999999995
227,637,1542,0.6302401565858206,0.6304053223018453,0.00016516571602476215,55.4101,47.0093,8.400799999999997
228,639,5054,0.6071471044278692,0.6072715080474127,0.00012440361954346724,56.4456,42.9178,13.5278
229,642,1837,0.8254860464229312,0.8226041211832045,0.002881925239726746,63.2634,56.4259,6.837499999999999
230,651,942,0.5698957210104297,0.5701074782131174,0.00021175720268762355,55.323,46.6002,8.7228
231,653,5710,0.6620199579097119,0.6621674941417551,0.00014753623204322164,60.063,50.3888,9.674199999999999
232,654,1245,0.1955429678972962,0.19562478976598016,8.182186868396779e-05,38.3728,31.3091,7.063699999999997
233,655,2070,0.815318631697171,0.8132110816606456,0.0021075500365254074,61.6294,55.6942,5.935199999999995
234,656,1484,0.5777789687073653,0.5778754453825674,9.647667520207293e-05,55.8948,45.4062,10.488599999999998
235,657,941,0.4470026141585402,0.44740156243747964,0.0003989482789394372,47.2135,40.3496,6.863900000000001
236,658,419,0.6013032829379517,0.6012822449392476,2.1037998704009908e-05,53.3955,45.9101,7.4853999999999985
237,668,2674,0.7073012363675544,0.7068818967982342,0.00041933956932016514,57.5222,54.3843,3.137899999999995
238,669,2932,0.23297408901307606,0.23308737707027208,0.00011328805719601487,40.2423,31.3819,8.860399999999998
239,687,3021,0.2587348224203045,0.258536398824239,0.00019842359606547788,43.9826,35.1161,8.866499999999995
240,689,1120,0.58392263034895,0.5840125344438548,8.990409490483575e-05,53.7705,48.3653,5.405200000000001
241,691,3430,0.695977626554016,0.6957736380286988,0.00020398852531711142,55.6356,52.1542,3.4813999999999936
242,692,1821,0.4901016498726675,0.49015327476216897,5.162488950144484e-05,47.5357,44.0735,3.4621999999999957
243,696,714,0.3707312194921599,0.3706367423305666,9.447716159333153e-05,47.0138,38.6853,8.328500000000005
244,697,2081,0.5369733894629533,0.5369693378373439,4.0516256093470204e-06,53.324,46.8341,6.489899999999999
245,699,5715,0.09920847687884363,0.0992157723645164,7.295485672770274e-06,30.5156,26.0076,4.507999999999999
246,701,951,0.7034755106255502,0.7035428304435696,6.731981801932907e-05,55.4221,47.4856,7.936500000000002
247,704,3492,0.6230369629107461,0.6232872855614183,0.00025032265067226334,53.4831,48.726,4.757100000000001
248,705,4514,0.515465202394186,0.5153262398709136,0.00013896252327239011,54.5677,45.2723,9.2954
249,713,3457,0.27528287231078713,0.2753895527225777,0.00010668041179057175,44.2531,36.2209,8.032200000000003
250,717,3278,0.5040417905847652,0.5039529163099365,8.887427482862087e-05,51.1292,40.9919,10.137299999999996
251,720,3779,0.4775235838832981,0.47753905079475806,1.546691145998258e-05,52.0708,40.6221,11.448699999999995
252,721,2416,0.18743004406426972,0.1874310517770177,1.0077127479690695e-06,40.3905,32.7382,7.652300000000004
253,724,3947,0.2527432198390557,0.25283329459880577,9.007475975009172e-05,43.435,32.9629,10.472100000000005
254,725,1713,0.2336147671305121,0.23373262598808803,0.0001178588575759254,41.7209,34.6336,7.087299999999999
255,726,67,0.7389575837209547,0.7388057327222065,0.00015185099874814867,59.7987,52.35,7.448699999999995
256,727,4555,0.6220580160086668,0.621648265179348,0.00040975082931882234,55.9729,46.8191,9.153800000000004
257,728,4009,0.18876172955392814,0.18865064718921795,0.00011108236471019106,39.228,30.116,9.112000000000002
258,731,265,0.47357087839390144,0.47354655222695274,2.432616694869605e-05,49.5369,42.5817,6.955200000000005
259,733,1574,0.7312699667886138,0.7312734878613149,3.521072701073713e-06,60.2994,49.5528,10.7466
260,735,4330,0.6144705164585026,0.6147598499774777,0.00028933351897508786,53.9845,48.2272,5.757299999999994
261,737,2305,0.4023278524336132,0.4022443303734591,8.352206015410646e-05,48.2047,40.9441,7.260600000000004
262,738,4376,0.3683643603738297,0.36836475784170714,3.974678774443241e-07,45.68,38.078,7.601999999999997
263,743,1388,0.5895965168011549,0.5891238124807279,0.0004727043204270087,57.3527,46.0849,11.267800000000001
264,745,1221,0.25022527562718866,0.2503150211909306,8.974556374191645e-05,45.4703,31.4458,14.024500000000003
265,748,290,0.30652387904010847,0.30653500336108597,1.1124320977495827e-05,45.6905,33.6396,12.050899999999999
266,751,3975,0.8075701160502422,0.8080156127471857,0.0004454966969434926,63.3568,53.0339,10.322899999999997
267,752,1840,0.4444862467508944,0.4447051059693243,0.00021885921842990097,51.1672,42.8827,8.284500000000001
