market_id,week,group,treated_market,post,eligible_control,organic_clicks,paid_clicks,total_clicks,spend,revenue,paid_revenue,true_incremental_clicks,substitution_clicks
M002,1,treated,1,0,1,1040.1717,0.0,1040.1717,0.0,2080.3433,0.0,0.0,0.0
M002,2,treated,1,0,1,1054.0745,0.0,1054.0745,0.0,2108.1491,0.0,0.0,0.0
M002,3,treated,1,0,1,1065.9388,0.0,1065.9388,0.0,2131.8777,0.0,0.0,0.0
M002,4,treated,1,0,1,1075.1545,0.0,1075.1545,0.0,2150.3089,0.0,0.0,0.0
M002,5,treated,1,0,1,1081.5295,0.0,1081.5295,0.0,2163.059,0.0,0.0,0.0
M002,6,treated,1,0,1,1085.3205,0.0,1085.3205,0.0,2170.6409,0.0,0.0,0.0
M002,7,treated,1,0,1,1087.1919,0.0,1087.1919,0.0,2174.3838,0.0,0.0,0.0
M002,8,treated,1,0,1,1088.1114,0.0,1088.1114,0.0,2176.2228,0.0,0.0,0.0
M002,9,treated,1,0,1,1089.1968,0.0,1089.1968,0.0,2178.3935,0.0,0.0,0.0
M002,10,treated,1,0,1,1091.5397,0.0,1091.5397,0.0,2183.0794,0.0,0.0,0.0
M002,11,treated,1,0,1,1096.0333,0.0,1096.0333,0.0,2192.0666,0.0,0.0,0.0
M002,12,treated,1,0,1,1103.2312,0.0,1103.2312,0.0,2206.4623,0.0,0.0,0.0
M002,13,treated,1,1,1,978.26,180.0,1158.26,112.5,2316.5199,360.0,45.0,135.0
M002,14,treated,1,1,1,990.7993,180.0,1170.7993,112.5,2341.5987,360.0,45.0,135.0
M002,15,treated,1,1,1,1005.1327,180.0,1185.1327,112.5,2370.2653,360.0,45.0,135.0
M002,16,treated,1,1,1,1020.26,180.0,1200.26,112.5,2400.52,360.0,45.0,135.0
M002,17,treated,1,1,1,1035.0562,180.0,1215.0562,112.5,2430.1123,360.0,45.0,135.0
M002,18,treated,1,1,1,1048.4482,180.0,1228.4482,112.5,2456.8963,360.0,45.0,135.0
M002,19,treated,1,1,1,1059.5847,180.0,1239.5847,112.5,2479.1694,360.0,45.0,135.0
M002,20,treated,1,1,1,1067.9706,180.0,1247.9706,112.5,2495.9412,360.0,45.0,135.0
M003,1,treated,1,0,1,927.2296,0.0,927.2296,0.0,1854.4592,0.0,0.0,0.0
M003,2,treated,1,0,1,941.1325,0.0,941.1325,0.0,1882.2649,0.0,0.0,0.0
M003,3,treated,1,0,1,952.9968,0.0,952.9968,0.0,1905.9935,0.0,0.0,0.0
M003,4,treated,1,0,1,962.2124,0.0,962.2124,0.0,1924.4248,0.0,0.0,0.0
M003,5,treated,1,0,1,968.5874,0.0,968.5874,0.0,1937.1748,0.0,0.0,0.0
M003,6,treated,1,0,1,972.3784,0.0,972.3784,0.0,1944.7568,0.0,0.0,0.0
M003,7,treated,1,0,1,974.2498,0.0,974.2498,0.0,1948.4997,0.0,0.0,0.0
M003,8,treated,1,0,1,975.1693,0.0,975.1693,0.0,1950.3387,0.0,0.0,0.0
M003,9,treated,1,0,1,976.2547,0.0,976.2547,0.0,1952.5094,0.0,0.0,0.0
M003,10,treated,1,0,1,978.5976,0.0,978.5976,0.0,1957.1952,0.0,0.0,0.0
M003,11,treated,1,0,1,983.0912,0.0,983.0912,0.0,1966.1824,0.0,0.0,0.0
M003,12,treated,1,0,1,990.2891,0.0,990.2891,0.0,1980.5782,0.0,0.0,0.0
M003,13,treated,1,1,1,865.3179,180.0,1045.3179,112.5,2090.6358,360.0,45.0,135.0
M003,14,treated,1,1,1,877.8573,180.0,1057.8573,112.5,2115.7145,360.0,45.0,135.0
M003,15,treated,1,1,1,892.1906,180.0,1072.1906,112.5,2144.3812,360.0,45.0,135.0
M003,16,treated,1,1,1,907.3179,180.0,1087.3179,112.5,2174.6359,360.0,45.0,135.0
M003,17,treated,1,1,1,922.1141,180.0,1102.1141,112.5,2204.2282,360.0,45.0,135.0
M003,18,treated,1,1,1,935.5061,180.0,1115.5061,112.5,2231.0122,360.0,45.0,135.0
M003,19,treated,1,1,1,946.6426,180.0,1126.6426,112.5,2253.2852,360.0,45.0,135.0
M003,20,treated,1,1,1,955.0285,180.0,1135.0285,112.5,2270.057,360.0,45.0,135.0
M004,1,treated,1,0,1,905.2091,0.0,905.2091,0.0,1810.4183,0.0,0.0,0.0
M004,2,treated,1,0,1,919.112,0.0,919.112,0.0,1838.224,0.0,0.0,0.0
M004,3,treated,1,0,1,930.9763,0.0,930.9763,0.0,1861.9526,0.0,0.0,0.0
M004,4,treated,1,0,1,940.1919,0.0,940.1919,0.0,1880.3838,0.0,0.0,0.0
M004,5,treated,1,0,1,946.567,0.0,946.567,0.0,1893.1339,0.0,0.0,0.0
M004,6,treated,1,0,1,950.3579,0.0,950.3579,0.0,1900.7159,0.0,0.0,0.0
M004,7,treated,1,0,1,952.2294,0.0,952.2294,0.0,1904.4588,0.0,0.0,0.0
M004,8,treated,1,0,1,953.1489,0.0,953.1489,0.0,1906.2977,0.0,0.0,0.0
M004,9,treated,1,0,1,954.2342,0.0,954.2342,0.0,1908.4685,0.0,0.0,0.0
M004,10,treated,1,0,1,956.5772,0.0,956.5772,0.0,1913.1543,0.0,0.0,0.0
M004,11,treated,1,0,1,961.0708,0.0,961.0708,0.0,1922.1415,0.0,0.0,0.0
M004,12,treated,1,0,1,968.2686,0.0,968.2686,0.0,1936.5373,0.0,0.0,0.0
M004,13,treated,1,1,1,843.2974,180.0,1023.2974,112.5,2046.5948,360.0,45.0,135.0
M004,14,treated,1,1,1,855.8368,180.0,1035.8368,112.5,2071.6736,360.0,45.0,135.0
M004,15,treated,1,1,1,870.1701,180.0,1050.1701,112.5,2100.3402,360.0,45.0,135.0
M004,16,treated,1,1,1,885.2975,180.0,1065.2975,112.5,2130.595,360.0,45.0,135.0
M004,17,treated,1,1,1,900.0936,180.0,1080.0936,112.5,2160.1873,360.0,45.0,135.0
M004,18,treated,1,1,1,913.4856,180.0,1093.4856,112.5,2186.9712,360.0,45.0,135.0
M004,19,treated,1,1,1,924.6222,180.0,1104.6222,112.5,2209.2443,360.0,45.0,135.0
M004,20,treated,1,1,1,933.008,180.0,1113.008,112.5,2226.0161,360.0,45.0,135.0
M005,1,treated,1,0,1,768.6916,0.0,768.6916,0.0,1537.3833,0.0,0.0,0.0
M005,2,treated,1,0,1,782.5945,0.0,782.5945,0.0,1565.189,0.0,0.0,0.0
M005,3,treated,1,0,1,794.4588,0.0,794.4588,0.0,1588.9176,0.0,0.0,0.0
M005,4,treated,1,0,1,803.6744,0.0,803.6744,0.0,1607.3489,0.0,0.0,0.0
M005,5,treated,1,0,1,810.0495,0.0,810.0495,0.0,1620.0989,0.0,0.0,0.0
M005,6,treated,1,0,1,813.8404,0.0,813.8404,0.0,1627.6809,0.0,0.0,0.0
M005,7,treated,1,0,1,815.7119,0.0,815.7119,0.0,1631.4238,0.0,0.0,0.0
M005,8,treated,1,0,1,816.6314,0.0,816.6314,0.0,1633.2627,0.0,0.0,0.0
M005,9,treated,1,0,1,817.7167,0.0,817.7167,0.0,1635.4335,0.0,0.0,0.0
M005,10,treated,1,0,1,820.0597,0.0,820.0597,0.0,1640.1193,0.0,0.0,0.0
M005,11,treated,1,0,1,824.5533,0.0,824.5533,0.0,1649.1065,0.0,0.0,0.0
M005,12,treated,1,0,1,831.7511,0.0,831.7511,0.0,1663.5023,0.0,0.0,0.0
M005,13,treated,1,1,1,706.7799,180.0,886.7799,112.5,1773.5598,360.0,45.0,135.0
M005,14,treated,1,1,1,719.3193,180.0,899.3193,112.5,1798.6386,360.0,45.0,135.0
M005,15,treated,1,1,1,733.6526,180.0,913.6526,112.5,1827.3052,360.0,45.0,135.0
M005,16,treated,1,1,1,748.78,180.0,928.78,112.5,1857.56,360.0,45.0,135.0
M005,17,treated,1,1,1,763.5761,180.0,943.5761,112.5,1887.1523,360.0,45.0,135.0
M005,18,treated,1,1,1,776.9681,180.0,956.9681,112.5,1913.9362,360.0,45.0,135.0
M005,19,treated,1,1,1,788.1047,180.0,968.1047,112.5,1936.2093,360.0,45.0,135.0
M005,20,treated,1,1,1,796.4906,180.0,976.4906,112.5,1952.9811,360.0,45.0,135.0
M006,1,treated,1,0,1,904.5401,0.0,904.5401,0.0,1809.0801,0.0,0.0,0.0
M006,2,treated,1,0,1,918.443,0.0,918.443,0.0,1836.8859,0.0,0.0,0.0
M006,3,treated,1,0,1,930.3072,0.0,930.3072,0.0,1860.6145,0.0,0.0,0.0
M006,4,treated,1,0,1,939.5229,0.0,939.5229,0.0,1879.0457,0.0,0.0,0.0
M006,5,treated,1,0,1,945.8979,0.0,945.8979,0.0,1891.7958,0.0,0.0,0.0
M006,6,treated,1,0,1,949.6889,0.0,949.6889,0.0,1899.3778,0.0,0.0,0.0
M006,7,treated,1,0,1,951.5603,0.0,951.5603,0.0,1903.1207,0.0,0.0,0.0
M006,8,treated,1,0,1,952.4798,0.0,952.4798,0.0,1904.9596,0.0,0.0,0.0
M006,9,treated,1,0,1,953.5652,0.0,953.5652,0.0,1907.1303,0.0,0.0,0.0
M006,10,treated,1,0,1,955.9081,0.0,955.9081,0.0,1911.8162,0.0,0.0,0.0
M006,11,treated,1,0,1,960.4017,0.0,960.4017,0.0,1920.8034,0.0,0.0,0.0
M006,12,treated,1,0,1,967.5996,0.0,967.5996,0.0,1935.1992,0.0,0.0,0.0
M006,13,treated,1,1,1,842.6284,180.0,1022.6284,112.5,2045.2567,360.0,45.0,135.0
M006,14,treated,1,1,1,855.1677,180.0,1035.1677,112.5,2070.3355,360.0,45.0,135.0
M006,15,treated,1,1,1,869.5011,180.0,1049.5011,112.5,2099.0021,360.0,45.0,135.0
M006,16,treated,1,1,1,884.6284,180.0,1064.6284,112.5,2129.2569,360.0,45.0,135.0
M006,17,treated,1,1,1,899.4246,180.0,1079.4246,112.5,2158.8492,360.0,45.0,135.0
M006,18,treated,1,1,1,912.8166,180.0,1092.8166,112.5,2185.6331,360.0,45.0,135.0
M006,19,treated,1,1,1,923.9531,180.0,1103.9531,112.5,2207.9062,360.0,45.0,135.0
M006,20,treated,1,1,1,932.339,180.0,1112.339,112.5,2224.678,360.0,45.0,135.0
M007,1,treated,1,0,1,1021.1127,0.0,1021.1127,0.0,2042.2253,0.0,0.0,0.0
M007,2,treated,1,0,1,1035.0155,0.0,1035.0155,0.0,2070.0311,0.0,0.0,0.0
M007,3,treated,1,0,1,1046.8798,0.0,1046.8798,0.0,2093.7597,0.0,0.0,0.0
M007,4,treated,1,0,1,1056.0955,0.0,1056.0955,0.0,2112.1909,0.0,0.0,0.0
M007,5,treated,1,0,1,1062.4705,0.0,1062.4705,0.0,2124.941,0.0,0.0,0.0
M007,6,treated,1,0,1,1066.2615,0.0,1066.2615,0.0,2132.5229,0.0,0.0,0.0
M007,7,treated,1,0,1,1068.1329,0.0,1068.1329,0.0,2136.2658,0.0,0.0,0.0
M007,8,treated,1,0,1,1069.0524,0.0,1069.0524,0.0,2138.1048,0.0,0.0,0.0
M007,9,treated,1,0,1,1070.1378,0.0,1070.1378,0.0,2140.2755,0.0,0.0,0.0
M007,10,treated,1,0,1,1072.4807,0.0,1072.4807,0.0,2144.9614,0.0,0.0,0.0
M007,11,treated,1,0,1,1076.9743,0.0,1076.9743,0.0,2153.9486,0.0,0.0,0.0
M007,12,treated,1,0,1,1084.1722,0.0,1084.1722,0.0,2168.3443,0.0,0.0,0.0
M007,13,treated,1,1,1,959.2009,180.0,1139.2009,112.5,2278.4019,360.0,45.0,135.0
M007,14,treated,1,1,1,971.7403,180.0,1151.7403,112.5,2303.4807,360.0,45.0,135.0
M007,15,treated,1,1,1,986.0736,180.0,1166.0736,112.5,2332.1473,360.0,45.0,135.0
M007,16,treated,1,1,1,1001.201,180.0,1181.201,112.5,2362.402,360.0,45.0,135.0
M007,17,treated,1,1,1,1015.9972,180.0,1195.9972,112.5,2391.9943,360.0,45.0,135.0
M007,18,treated,1,1,1,1029.3891,180.0,1209.3891,112.5,2418.7783,360.0,45.0,135.0
M007,19,treated,1,1,1,1040.5257,180.0,1220.5257,112.5,2441.0514,360.0,45.0,135.0
M007,20,treated,1,1,1,1048.9116,180.0,1228.9116,112.5,2457.8232,360.0,45.0,135.0
M008,1,treated,1,0,1,971.2743,0.0,971.2743,0.0,1942.5487,0.0,0.0,0.0
M008,2,treated,1,0,1,985.1772,0.0,985.1772,0.0,1970.3544,0.0,0.0,0.0
M008,3,treated,1,0,1,997.0415,0.0,997.0415,0.0,1994.083,0.0,0.0,0.0
M008,4,treated,1,0,1,1006.2571,0.0,1006.2571,0.0,2012.5142,0.0,0.0,0.0
M008,5,treated,1,0,1,1012.6322,0.0,1012.6322,0.0,2025.2643,0.0,0.0,0.0
M008,6,treated,1,0,1,1016.4231,0.0,1016.4231,0.0,2032.8463,0.0,0.0,0.0
M008,7,treated,1,0,1,1018.2946,0.0,1018.2946,0.0,2036.5892,0.0,0.0,0.0
M008,8,treated,1,0,1,1019.2141,0.0,1019.2141,0.0,2038.4281,0.0,0.0,0.0
M008,9,treated,1,0,1,1020.2994,0.0,1020.2994,0.0,2040.5989,0.0,0.0,0.0
M008,10,treated,1,0,1,1022.6424,0.0,1022.6424,0.0,2045.2847,0.0,0.0,0.0
M008,11,treated,1,0,1,1027.136,0.0,1027.136,0.0,2054.2719,0.0,0.0,0.0
M008,12,treated,1,0,1,1034.3338,0.0,1034.3338,0.0,2068.6677,0.0,0.0,0.0
M008,13,treated,1,1,1,909.3626,180.0,1089.3626,112.5,2178.7252,360.0,45.0,135.0
M008,14,treated,1,1,1,921.902,180.0,1101.902,112.5,2203.804,360.0,45.0,135.0
M008,15,treated,1,1,1,936.2353,180.0,1116.2353,112.5,2232.4706,360.0,45.0,135.0
M008,16,treated,1,1,1,951.3627,180.0,1131.3627,112.5,2262.7254,360.0,45.0,135.0
M008,17,treated,1,1,1,966.1588,180.0,1146.1588,112.5,2292.3177,360.0,45.0,135.0
M008,18,treated,1,1,1,979.5508,180.0,1159.5508,112.5,2319.1016,360.0,45.0,135.0
M008,19,treated,1,1,1,990.6874,180.0,1170.6874,112.5,2341.3747,360.0,45.0,135.0
M008,20,treated,1,1,1,999.0732,180.0,1179.0732,112.5,2358.1465,360.0,45.0,135.0
M009,1,treated,1,0,1,1028.7441,0.0,1028.7441,0.0,2057.4881,0.0,0.0,0.0
M009,2,treated,1,0,1,1042.6469,0.0,1042.6469,0.0,2085.2939,0.0,0.0,0.0
M009,3,treated,1,0,1,1054.5112,0.0,1054.5112,0.0,2109.0225,0.0,0.0,0.0
M009,4,treated,1,0,1,1063.7268,0.0,1063.7268,0.0,2127.4537,0.0,0.0,0.0
M009,5,treated,1,0,1,1070.1019,0.0,1070.1019,0.0,2140.2038,0.0,0.0,0.0
M009,6,treated,1,0,1,1073.8929,0.0,1073.8929,0.0,2147.7857,0.0,0.0,0.0
M009,7,treated,1,0,1,1075.7643,0.0,1075.7643,0.0,2151.5286,0.0,0.0,0.0
M009,8,treated,1,0,1,1076.6838,0.0,1076.6838,0.0,2153.3676,0.0,0.0,0.0
M009,9,treated,1,0,1,1077.7692,0.0,1077.7692,0.0,2155.5383,0.0,0.0,0.0
M009,10,treated,1,0,1,1080.1121,0.0,1080.1121,0.0,2160.2242,0.0,0.0,0.0
M009,11,treated,1,0,1,1084.6057,0.0,1084.6057,0.0,2169.2114,0.0,0.0,0.0
M009,12,treated,1,0,1,1091.8036,0.0,1091.8036,0.0,2183.6071,0.0,0.0,0.0
M009,13,treated,1,1,1,966.8323,180.0,1146.8323,112.5,2293.6647,360.0,45.0,135.0
M009,14,treated,1,1,1,979.3717,180.0,1159.3717,112.5,2318.7434,360.0,45.0,135.0
M009,15,treated,1,1,1,993.705,180.0,1173.705,112.5,2347.4101,360.0,45.0,135.0
M009,16,treated,1,1,1,1008.8324,180.0,1188.8324,112.5,2377.6648,360.0,45.0,135.0
M009,17,treated,1,1,1,1023.6286,180.0,1203.6286,112.5,2407.2571,360.0,45.0,135.0
M009,18,treated,1,1,1,1037.0205,180.0,1217.0205,112.5,2434.0411,360.0,45.0,135.0
M009,19,treated,1,1,1,1048.1571,180.0,1228.1571,112.5,2456.3142,360.0,45.0,135.0
M009,20,treated,1,1,1,1056.543,180.0,1236.543,112.5,2473.0859,360.0,45.0,135.0
M010,1,treated,1,0,1,996.987,0.0,996.987,0.0,1993.9739,0.0,0.0,0.0
M010,2,treated,1,0,1,1010.8898,0.0,1010.8898,0.0,2021.7797,0.0,0.0,0.0
M010,3,treated,1,0,1,1022.7541,0.0,1022.7541,0.0,2045.5083,0.0,0.0,0.0
M010,4,treated,1,0,1,1031.9698,0.0,1031.9698,0.0,2063.9395,0.0,0.0,0.0
M010,5,treated,1,0,1,1038.3448,0.0,1038.3448,0.0,2076.6896,0.0,0.0,0.0
M010,6,treated,1,0,1,1042.1358,0.0,1042.1358,0.0,2084.2715,0.0,0.0,0.0
M010,7,treated,1,0,1,1044.0072,0.0,1044.0072,0.0,2088.0144,0.0,0.0,0.0
M010,8,treated,1,0,1,1044.9267,0.0,1044.9267,0.0,2089.8534,0.0,0.0,0.0
M010,9,treated,1,0,1,1046.0121,0.0,1046.0121,0.0,2092.0241,0.0,0.0,0.0
M010,10,treated,1,0,1,1048.355,0.0,1048.355,0.0,2096.71,0.0,0.0,0.0
M010,11,treated,1,0,1,1052.8486,0.0,1052.8486,0.0,2105.6972,0.0,0.0,0.0
M010,12,treated,1,0,1,1060.0465,0.0,1060.0465,0.0,2120.0929,0.0,0.0,0.0
M010,13,treated,1,1,1,935.0753,180.0,1115.0753,112.5,2230.1505,360.0,45.0,135.0
M010,14,treated,1,1,1,947.6146,180.0,1127.6146,112.5,2255.2293,360.0,45.0,135.0
M010,15,treated,1,1,1,961.948,180.0,1141.948,112.5,2283.8959,360.0,45.0,135.0
M010,16,treated,1,1,1,977.0753,180.0,1157.0753,112.5,2314.1506,360.0,45.0,135.0
M010,17,treated,1,1,1,991.8715,180.0,1171.8715,112.5,2343.7429,360.0,45.0,135.0
M010,18,treated,1,1,1,1005.2635,180.0,1185.2635,112.5,2370.5269,360.0,45.0,135.0
M010,19,treated,1,1,1,1016.4,180.0,1196.4,112.5,2392.8,360.0,45.0,135.0
M010,20,treated,1,1,1,1024.7859,180.0,1204.7859,112.5,2409.5718,360.0,45.0,135.0
M011,1,treated,1,0,1,852.6239,0.0,852.6239,0.0,1705.2479,0.0,0.0,0.0
M011,2,treated,1,0,1,866.5268,0.0,866.5268,0.0,1733.0536,0.0,0.0,0.0
M011,3,treated,1,0,1,878.3911,0.0,878.3911,0.0,1756.7822,0.0,0.0,0.0
M011,4,treated,1,0,1,887.6067,0.0,887.6067,0.0,1775.2135,0.0,0.0,0.0
M011,5,treated,1,0,1,893.9818,0.0,893.9818,0.0,1787.9635,0.0,0.0,0.0
M011,6,treated,1,0,1,897.7727,0.0,897.7727,0.0,1795.5455,0.0,0.0,0.0
M011,7,treated,1,0,1,899.6442,0.0,899.6442,0.0,1799.2884,0.0,0.0,0.0
M011,8,treated,1,0,1,900.5637,0.0,900.5637,0.0,1801.1273,0.0,0.0,0.0
M011,9,treated,1,0,1,901.649,0.0,901.649,0.0,1803.2981,0.0,0.0,0.0
M011,10,treated,1,0,1,903.992,0.0,903.992,0.0,1807.9839,0.0,0.0,0.0
M011,11,treated,1,0,1,908.4856,0.0,908.4856,0.0,1816.9711,0.0,0.0,0.0
M011,12,treated,1,0,1,915.6834,0.0,915.6834,0.0,1831.3669,0.0,0.0,0.0
M011,13,treated,1,1,1,790.7122,180.0,970.7122,112.5,1941.4244,360.0,45.0,135.0
M011,14,treated,1,1,1,803.2516,180.0,983.2516,112.5,1966.5032,360.0,45.0,135.0
M011,15,treated,1,1,1,817.5849,180.0,997.5849,112.5,1995.1698,360.0,45.0,135.0
M011,16,treated,1,1,1,832.7123,180.0,1012.7123,112.5,2025.4246,360.0,45.0,135.0
M011,17,treated,1,1,1,847.5084,180.0,1027.5084,112.5,2055.0169,360.0,45.0,135.0
M011,18,treated,1,1,1,860.9004,180.0,1040.9004,112.5,2081.8008,360.0,45.0,135.0
M011,19,treated,1,1,1,872.037,180.0,1052.037,112.5,2104.0739,360.0,45.0,135.0
M011,20,treated,1,1,1,880.4228,180.0,1060.4228,112.5,2120.8457,360.0,45.0,135.0
M012,1,treated,1,0,1,1017.3958,0.0,1017.3958,0.0,2034.7916,0.0,0.0,0.0
M012,2,treated,1,0,1,1031.2987,0.0,1031.2987,0.0,2062.5973,0.0,0.0,0.0
M012,3,treated,1,0,1,1043.163,0.0,1043.163,0.0,2086.3259,0.0,0.0,0.0
M012,4,treated,1,0,1,1052.3786,0.0,1052.3786,0.0,2104.7572,0.0,0.0,0.0
M012,5,treated,1,0,1,1058.7536,0.0,1058.7536,0.0,2117.5072,0.0,0.0,0.0
M012,6,treated,1,0,1,1062.5446,0.0,1062.5446,0.0,2125.0892,0.0,0.0,0.0
M012,7,treated,1,0,1,1064.416,0.0,1064.416,0.0,2128.8321,0.0,0.0,0.0
M012,8,treated,1,0,1,1065.3355,0.0,1065.3355,0.0,2130.671,0.0,0.0,0.0
M012,9,treated,1,0,1,1066.4209,0.0,1066.4209,0.0,2132.8418,0.0,0.0,0.0
M012,10,treated,1,0,1,1068.7638,0.0,1068.7638,0.0,2137.5276,0.0,0.0,0.0
M012,11,treated,1,0,1,1073.2574,0.0,1073.2574,0.0,2146.5148,0.0,0.0,0.0
M012,12,treated,1,0,1,1080.4553,0.0,1080.4553,0.0,2160.9106,0.0,0.0,0.0
M012,13,treated,1,1,1,955.4841,180.0,1135.4841,112.5,2270.9681,360.0,45.0,135.0
M012,14,treated,1,1,1,968.0235,180.0,1148.0235,112.5,2296.0469,360.0,45.0,135.0
M012,15,treated,1,1,1,982.3568,180.0,1162.3568,112.5,2324.7136,360.0,45.0,135.0
M012,16,treated,1,1,1,997.4841,180.0,1177.4841,112.5,2354.9683,360.0,45.0,135.0
M012,17,treated,1,1,1,1012.2803,180.0,1192.2803,112.5,2384.5606,360.0,45.0,135.0
M012,18,treated,1,1,1,1025.6723,180.0,1205.6723,112.5,2411.3446,360.0,45.0,135.0
M012,19,treated,1,1,1,1036.8088,180.0,1216.8088,112.5,2433.6176,360.0,45.0,135.0
M012,20,treated,1,1,1,1045.1947,180.0,1225.1947,112.5,2450.3894,360.0,45.0,135.0
M013,1,treated,1,0,1,844.8687,0.0,844.8687,0.0,1689.7374,0.0,0.0,0.0
M013,2,treated,1,0,1,858.7716,0.0,858.7716,0.0,1717.5432,0.0,0.0,0.0
M013,3,treated,1,0,1,870.6359,0.0,870.6359,0.0,1741.2718,0.0,0.0,0.0
M013,4,treated,1,0,1,879.8515,0.0,879.8515,0.0,1759.703,0.0,0.0,0.0
M013,5,treated,1,0,1,886.2265,0.0,886.2265,0.0,1772.4531,0.0,0.0,0.0
M013,6,treated,1,0,1,890.0175,0.0,890.0175,0.0,1780.035,0.0,0.0,0.0
M013,7,treated,1,0,1,891.889,0.0,891.889,0.0,1783.7779,0.0,0.0,0.0
M013,8,treated,1,0,1,892.8084,0.0,892.8084,0.0,1785.6169,0.0,0.0,0.0
M013,9,treated,1,0,1,893.8938,0.0,893.8938,0.0,1787.7876,0.0,0.0,0.0
M013,10,treated,1,0,1,896.2367,0.0,896.2367,0.0,1792.4735,0.0,0.0,0.0
M013,11,treated,1,0,1,900.7303,0.0,900.7303,0.0,1801.4607,0.0,0.0,0.0
M013,12,treated,1,0,1,907.9282,0.0,907.9282,0.0,1815.8564,0.0,0.0,0.0
M013,13,treated,1,1,1,782.957,180.0,962.957,112.5,1925.914,360.0,45.0,135.0
M013,14,treated,1,1,1,795.4964,180.0,975.4964,112.5,1950.9928,360.0,45.0,135.0
M013,15,treated,1,1,1,809.8297,180.0,989.8297,112.5,1979.6594,360.0,45.0,135.0
M013,16,treated,1,1,1,824.9571,180.0,1004.9571,112.5,2009.9141,360.0,45.0,135.0
M013,17,treated,1,1,1,839.7532,180.0,1019.7532,112.5,2039.5064,360.0,45.0,135.0
M013,18,treated,1,1,1,853.1452,180.0,1033.1452,112.5,2066.2904,360.0,45.0,135.0
M013,19,treated,1,1,1,864.2817,180.0,1044.2817,112.5,2088.5635,360.0,45.0,135.0
M013,20,treated,1,1,1,872.6676,180.0,1052.6676,112.5,2105.3353,360.0,45.0,135.0
M014,1,treated,1,0,1,1166.7331,0.0,1166.7331,0.0,2333.4661,0.0,0.0,0.0
M014,2,treated,1,0,1,1180.6359,0.0,1180.6359,0.0,2361.2719,0.0,0.0,0.0
M014,3,treated,1,0,1,1192.5002,0.0,1192.5002,0.0,2385.0005,0.0,0.0,0.0
M014,4,treated,1,0,1,1201.7159,0.0,1201.7159,0.0,2403.4317,0.0,0.0,0.0
M014,5,treated,1,0,1,1208.0909,0.0,1208.0909,0.0,2416.1818,0.0,0.0,0.0
M014,6,treated,1,0,1,1211.8819,0.0,1211.8819,0.0,2423.7637,0.0,0.0,0.0
M014,7,treated,1,0,1,1213.7533,0.0,1213.7533,0.0,2427.5066,0.0,0.0,0.0
M014,8,treated,1,0,1,1214.6728,0.0,1214.6728,0.0,2429.3456,0.0,0.0,0.0
M014,9,treated,1,0,1,1215.7582,0.0,1215.7582,0.0,2431.5163,0.0,0.0,0.0
M014,10,treated,1,0,1,1218.1011,0.0,1218.1011,0.0,2436.2022,0.0,0.0,0.0
M014,11,treated,1,0,1,1222.5947,0.0,1222.5947,0.0,2445.1894,0.0,0.0,0.0
M014,12,treated,1,0,1,1229.7926,0.0,1229.7926,0.0,2459.5851,0.0,0.0,0.0
